person_id,age,gender,region,annual_income,credit_score,loan_amount,monthly_expense,savings_balance,investment_amount,employment_status,marital_status,home_ownership,credit_card_usage,num_credit_cards,loan_purpose,employment_years,debt_to_income_ratio,late_payment_history,savings_rate,housing_market_exposure,stock_market_exposure,bankruptcy_history,monthly_loan_installment,loan_default
FIN_fc064756ab,34,Female,East,37703,678,6565,1041,21841,44080,Unemployed,Divorced,Own,30,5,Personal,38,0.27,9,0.17,131262,8246,No,573,0
FIN_f788fc686d,76,Male,East,53302,532,36253,5234,22176,34658,Unemployed,Married,Rent,49,4,Education,36,0.2,7,0.29,78494,202524,No,950,0
FIN_b1522fb7b6,31,Female,West,52788,596,12494,169,24746,63251,Unemployed,Divorced,Own,14,2,Home,7,0.39,6,0.19,48012,323490,No,546,0
FIN_a9df0f001d,38,Male,South,73416,657,12900,1340,18404,50264,Self-Employed,Single,Own,39,5,Education,14,0.62,3,0.02,82837,118675,Yes,1370,0
FIN_37f13bb887,80,Female,West,48429,515,15056,4550,27590,44033,Unemployed,Widowed,Rent,30,1,Personal,1,0.32,7,0.06,136042,180397,No,1191,0
FIN_b49000832c,63,Female,West,30689,756,12134,3617,19017,57844,Employed,Widowed,Mortgage,11,4,Home,17,0.86,3,0.28,93049,263127,No,644,0
FIN_70a4fa01ca,72,Male,West,78530,645,15124,3912,18555,52868,Retired,Married,Rent,56,2,Home,23,0.16,9,0.13,166639,159977,No,572,1
FIN_70d76807e8,79,Female,West,76058,576,32826,4627,29722,-7662,Unemployed,Divorced,Rent,20,2,Education,14,0.75,2,0.06,99619,282614,No,1669,0
FIN_29ec5117da,56,Male,North,36600,692,28010,2263,19401,28788,Unemployed,Single,Own,89,3,Personal,7,0.16,9,0.05,107071,220310,No,955,1
FIN_58f6a8aef8,69,Female,West,43732,588,20377,3330,37076,55855,Retired,Married,Rent,99,4,Home,32,0.71,5,0.16,139354,233542,No,607,0
FIN_00a70071a8,65,Male,East,69594,602,22160,3257,26863,61731,Self-Employed,Single,Own,47,1,Car,25,0.65,8,0.09,163966,98910,No,1651,0
FIN_00856a1f09,45,Female,North,39719,784,27276,3734,1755,66459,Unemployed,Widowed,Own,64,1,Home,12,0.78,5,0.21,116184,219392,No,748,0
FIN_318a5e58a4,23,Male,East,69482,601,11897,3176,12402,36363,Unemployed,Widowed,Rent,37,1,Home,7,0.33,4,0.16,102290,148378,No,2092,0
FIN_cedf362a8a,76,Male,East,152178,695,16621,3620,-3356,51954,Retired,Married,Mortgage,85,5,Personal,5,0.14,5,0.07,86346,75296,No,235,0
FIN_992b3e5e4c,87,Male,North,30641,571,29592,2790,33478,64275,Retired,Widowed,Rent,76,3,Car,3,0.41,0,0.24,112342,168786,No,965,0
FIN_ba61cd11c5,56,Male,South,39818,665,11329,4370,50938,68381,Retired,Widowed,Mortgage,62,4,Education,31,0.33,9,0.24,29151,36328,Yes,648,0
FIN_88d876b3c7,74,Female,South,12714,441,23433,-491,14195,86886,Employed,Married,Own,84,4,Personal,37,0.66,0,0.14,178227,318280,No,648,0
FIN_62b05eeee5,71,Female,East,56949,721,28578,3453,39374,61327,Employed,Divorced,Rent,92,4,Business,6,0.16,0,0.12,171331,208876,No,1108,0
FIN_4520b10fe7,77,Female,South,106416,723,23196,-370,14336,56735,Self-Employed,Divorced,Mortgage,41,5,Personal,6,0.28,8,0.19,69081,264045,No,772,1
FIN_43e8bfc585,34,Male,North,99106,664,28800,5274,-6895,40767,Employed,Divorced,Mortgage,75,4,Education,13,0.47,5,0.09,95798,205675,Yes,1084,0
FIN_fd1f6e2d53,57,Male,North,33674,829,24898,1002,22420,49675,Unemployed,Married,Rent,0,1,Education,37,0.53,2,0.04,102879,123448,No,1652,1
FIN_5b5dc77140,83,Female,North,73315,888,23378,1654,17656,32886,Unemployed,Divorced,Own,89,3,Home,25,0.53,2,0.22,53495,184684,Yes,783,0
FIN_acdd84ae8e,71,Male,South,29291,612,18730,4573,27785,42908,Employed,Widowed,Rent,8,3,Personal,39,0.34,9,0.19,50984,257827,No,1576,0
FIN_2549d46147,88,Male,East,97952,556,18676,1386,811,69263,Unemployed,Single,Mortgage,14,1,Education,21,0.58,1,0.06,97305,153042,No,1614,0
FIN_d344396c45,61,Female,East,64715,824,31336,3185,29663,63196,Self-Employed,Single,Rent,86,5,Education,33,0.36,7,0.18,82500,254769,No,350,0
FIN_01154dbc2d,84,Female,East,29508,643,3435,3544,10218,66373,Employed,Single,Rent,29,1,Personal,23,0.61,4,0.12,91794,128248,No,1072,0
FIN_e5f4ada5c0,74,Female,South,62864,611,-3822,1253,18894,28144,Self-Employed,Divorced,Mortgage,16,3,Personal,26,0.48,2,0.18,186830,297499,Yes,949,0
FIN_ebc8d28b6f,53,Other,North,86082,659,7119,-350,-9243,58176,Self-Employed,Widowed,Rent,67,5,Business,31,0.8,2,0.06,33524,145719,Yes,1070,0
FIN_68f6eb7125,74,Female,East,37140,846,21851,7160,2403,4462,Self-Employed,Widowed,Rent,59,4,Business,20,0.32,3,0.23,82968,335498,Yes,589,0
FIN_f11aeb3eb7,60,Male,West,55719,601,8948,3758,40375,46300,Employed,Divorced,Mortgage,48,1,Home,13,0.38,8,0.24,111484,209381,No,649,0
FIN_65b984e3ba,61,Male,South,75290,560,22164,1693,22845,104047,Self-Employed,Married,Mortgage,5,2,Business,39,0.5,2,0.19,50009,442172,No,509,0
FIN_3c783a0e9a,79,Other,West,20572,554,30752,741,22414,51733,Retired,Widowed,Rent,63,4,Car,24,0.5,8,0.1,149135,255535,No,1060,0
FIN_03fdccafde,78,Female,South,65298,754,23509,1727,11822,14411,Self-Employed,Divorced,Own,7,1,Business,8,0.28,2,0.12,130724,327489,No,1725,0
FIN_7165e2b66c,28,Male,East,40003,684,32285,2145,33442,39979,Retired,Divorced,Rent,70,3,Education,31,0.37,4,0.16,173137,258274,No,1199,1
FIN_a135f3d8b8,50,Female,South,9930,611,41363,3557,16686,59552,Employed,Widowed,Own,31,4,Business,7,0.28,9,0.03,171559,120221,No,983,0
FIN_2e2a603568,83,Male,North,81368,531,21466,4870,15947,31832,Employed,Divorced,Own,82,3,Education,1,0.11,3,0.04,6867,204617,No,1007,0
FIN_b51edf788a,40,Other,North,25949,550,19856,2220,26739,98034,Employed,Married,Mortgage,76,2,Car,12,0.88,7,0.15,28853,356327,Yes,1575,0
FIN_4904b23147,66,Other,North,83446,620,22248,2292,-3389,53010,Employed,Single,Own,0,3,Home,0,0.36,1,0.27,95252,212159,No,504,0
FIN_97bc92af87,37,Other,West,62554,739,25315,3581,8458,48985,Retired,Single,Own,49,2,Education,17,0.86,3,0.12,74977,239294,No,124,0
FIN_f2ec68192d,32,Female,North,81763,566,21984,2669,32633,80604,Retired,Married,Mortgage,41,3,Business,34,0.35,8,0.07,22227,132685,No,589,0
FIN_1351a06d27,83,Male,West,56412,605,5719,3598,44143,52299,Employed,Single,Rent,7,1,Home,29,0.42,7,0.01,14908,156505,No,1576,0
FIN_269c51d31f,47,Male,North,75215,635,15324,3215,5277,11733,Unemployed,Widowed,Mortgage,71,3,Car,5,0.75,7,0.19,161379,177522,No,2273,1
FIN_bd979ef2f8,21,Male,East,80342,603,27435,6230,40990,14639,Unemployed,Widowed,Own,6,4,Education,14,0.88,8,0.27,105705,156099,No,1539,0
FIN_4bc67392a7,81,Female,North,113449,618,9993,1885,-1067,58844,Retired,Divorced,Rent,75,3,Home,1,0.58,4,0.17,99673,266272,No,1369,0
FIN_f335acd992,82,Female,South,95924,825,15755,2570,16618,53988,Retired,Single,Own,60,4,Home,15,0.73,0,0.18,192817,149148,No,689,1
FIN_1091e15d91,25,Female,South,5620,580,12935,3016,5655,40002,Self-Employed,Single,Own,93,4,Car,8,0.51,1,0.08,33399,200376,No,619,0
FIN_15a16e184d,69,Male,East,54605,688,27322,1851,24989,40095,Self-Employed,Divorced,Rent,14,1,Home,2,0.44,8,0.25,12014,140434,No,919,1
FIN_79cbba2c42,31,Female,North,63797,666,17583,4315,24765,13475,Employed,Married,Own,80,2,Car,13,0.39,6,0.21,99861,140736,No,910,1
FIN_a75f267aff,75,Male,East,-3285,485,18291,236,-11615,37207,Employed,Widowed,Rent,58,1,Personal,1,0.87,6,0.24,76289,110822,Yes,1116,0
FIN_0bfaf9a193,28,Female,North,57577,618,21488,1896,29841,53626,Retired,Single,Rent,18,1,Home,23,0.32,6,0.25,74103,270584,Yes,769,1
FIN_1d07f7144a,76,Male,East,47589,492,16131,4034,3048,78885,Employed,Divorced,Rent,65,1,Education,27,0.18,1,0.02,171080,124338,No,1272,1
FIN_b80f362125,41,Male,North,71328,603,15247,1182,13288,38148,Unemployed,Widowed,Mortgage,86,1,Business,12,0.37,0,0.04,27763,434293,No,1049,1
FIN_e2058ab967,49,Female,West,68595,675,11346,5000,45030,33819,Unemployed,Widowed,Mortgage,38,2,Car,6,0.18,7,0.29,109744,175297,Yes,1153,0
FIN_3bb9790ece,63,Female,South,67705,743,29236,4287,10640,51943,Employed,Single,Rent,90,4,Car,26,0.28,2,0.13,96002,162954,No,914,0
FIN_8fa02cfe80,45,Female,North,78727,577,13787,4026,33319,81673,Unemployed,Single,Own,26,2,Personal,14,0.7,8,0.16,9494,206867,No,158,0
FIN_982b58b559,33,Female,East,75108,599,21228,869,28819,19101,Retired,Divorced,Mortgage,71,5,Home,0,0.34,4,0.1,187625,140223,No,270,0
FIN_431ebfe87f,59,Male,East,87881,794,9328,2447,28284,46899,Unemployed,Married,Rent,15,1,Home,36,0.28,1,0.18,146975,170170,No,5,1
FIN_96b98fa828,33,Female,West,36300,673,17721,4464,-3102,95449,Retired,Single,Rent,70,5,Business,7,0.85,5,0.01,115760,241671,No,990,0
FIN_10a0f5017c,29,Male,East,61805,506,20529,3322,13926,76244,Self-Employed,Single,Own,67,2,Education,20,0.57,5,0.22,159995,285495,No,1076,0
FIN_e94091b3fc,79,Female,West,78522,731,17573,4506,25868,57962,Retired,Widowed,Own,12,1,Personal,34,0.32,0,0.28,121474,398001,No,1620,0
FIN_c82464f127,51,Female,North,42130,675,42762,2843,13713,51306,Employed,Widowed,Own,0,1,Personal,5,0.17,7,0.24,72711,76325,No,985,0
FIN_34c744eb0d,55,Male,West,61804,494,29085,2648,21908,38853,Retired,Divorced,Rent,25,5,Education,3,0.52,7,0.08,75826,166988,No,1198,1
FIN_001fe05bb0,64,Male,West,62338,775,15054,3860,-6195,42087,Self-Employed,Divorced,Own,42,2,Home,35,0.85,5,0.04,89231,124791,No,435,0
FIN_b6d2258575,39,Female,North,71380,751,11995,919,10708,51297,Unemployed,Single,Mortgage,39,4,Business,26,0.25,2,0.03,50140,279321,No,1147,0
FIN_d5e7aa5e82,20,Female,South,48124,593,22509,2923,13390,27000,Retired,Widowed,Rent,65,4,Home,18,0.3,4,0.06,87507,163717,No,947,0
FIN_98e06ec7df,18,Female,South,80395,680,29177,1216,3286,58481,Retired,Married,Rent,78,2,Car,8,0.31,4,0.07,40388,69674,No,323,1
FIN_84be2a0337,70,Female,East,42788,637,33931,3642,14000,54596,Unemployed,Divorced,Own,24,1,Home,32,0.29,2,0.02,42880,195634,No,1260,0
FIN_fddffb7453,81,Female,West,85646,740,28711,1268,37200,30962,Unemployed,Married,Mortgage,36,4,Education,23,0.81,2,0.22,119318,258156,No,901,0
FIN_ebfe1a2808,61,Male,East,89761,684,21327,3154,17389,64946,Self-Employed,Married,Own,13,1,Personal,0,0.43,0,0.03,185707,327850,No,1443,1
FIN_a50120b7bb,64,Male,West,18147,747,19473,3674,35253,48381,Employed,Widowed,Rent,78,4,Education,18,0.49,1,0.06,74509,203689,No,1238,0
FIN_6a78af1b3d,55,Female,South,91319,449,16020,2854,11030,42707,Self-Employed,Married,Mortgage,1,5,Home,15,0.26,1,0.29,71181,190015,No,992,0
FIN_fb044a7c76,80,Male,West,51818,800,20638,1877,28896,38225,Self-Employed,Widowed,Mortgage,80,5,Home,33,0.76,1,0.07,99713,215298,No,46,0
FIN_6aa8ac8841,58,Male,North,138759,667,30958,2785,-5274,29130,Retired,Divorced,Own,63,3,Personal,5,0.27,9,0.03,96987,335445,No,602,1
FIN_a5d26fb776,38,Female,West,64511,667,35312,3890,28459,55170,Retired,Divorced,Own,97,5,Car,39,0.39,9,0.3,128509,331726,Yes,648,0
FIN_c3aecf5d3d,62,Other,East,80160,637,14455,3847,-13678,57705,Unemployed,Divorced,Own,40,1,Education,35,0.15,8,0.14,30701,137158,No,1566,0
FIN_3aa6becdc5,30,Female,West,69004,631,28102,3977,9537,38434,Retired,Married,Own,56,2,Business,17,0.59,7,0.18,150954,185237,No,795,0
FIN_391c2011bb,83,Male,South,63217,557,3745,3372,24098,29978,Self-Employed,Widowed,Mortgage,5,5,Home,13,0.38,3,0.04,43911,232252,Yes,1123,0
FIN_1b048c952e,83,Female,North,28985,649,18899,4984,10789,53448,Employed,Single,Rent,87,2,Home,9,0.8,2,0.2,196074,114941,No,1202,0
FIN_72308eb45f,60,Male,West,46580,911,18979,1243,27060,89752,Retired,Single,Mortgage,12,4,Business,11,0.49,1,0.08,97024,263998,No,1168,0
FIN_e4c8a253d1,79,Female,East,52393,701,6178,2653,18663,92044,Self-Employed,Single,Mortgage,9,3,Business,11,0.86,8,0.29,136162,203468,No,224,1
FIN_486e645c0d,65,Female,West,54813,590,4801,53,17246,85848,Self-Employed,Divorced,Own,89,1,Business,29,0.61,3,0.05,101845,133988,No,633,0
FIN_4318aa9072,43,Female,North,81684,670,28773,6750,-14778,22995,Unemployed,Married,Own,31,1,Home,25,0.18,6,0.29,7650,174093,No,759,0
FIN_4a01c5e3e1,78,Female,East,33951,623,25748,4269,20437,55231,Self-Employed,Divorced,Rent,14,1,Personal,2,0.74,3,0.27,98721,90378,Yes,296,0
FIN_61f146a764,79,Male,West,79054,709,-2987,3169,16640,66889,Employed,Married,Rent,10,3,Personal,38,0.88,7,0.24,108981,162375,Yes,1559,0
FIN_592dd9052f,31,Female,West,68049,605,12044,1762,2815,20663,Employed,Single,Mortgage,56,1,Business,24,0.35,3,0.26,91797,246696,No,1841,1
FIN_66d3108f50,71,Male,West,26199,693,11939,2062,10768,34603,Employed,Married,Own,36,4,Education,8,0.28,4,0.08,160659,262163,No,1426,0
FIN_f6e908343f,58,Female,South,36816,673,8489,3264,25789,43392,Employed,Divorced,Mortgage,12,3,Car,25,0.53,2,0.05,153807,174860,No,1065,0
FIN_7dad10f5e4,77,Male,North,39568,577,9428,4154,10302,43839,Employed,Widowed,Own,7,2,Business,14,0.62,3,0.17,64709,184809,No,724,1
FIN_8ed93449d6,26,Male,South,63113,613,25036,3099,14074,59982,Retired,Single,Mortgage,52,1,Education,14,0.59,2,0.07,78446,234961,Yes,1150,0
FIN_10d0292ab1,61,Male,South,69638,576,6324,4431,11433,46513,Unemployed,Divorced,Rent,6,4,Education,19,0.51,6,0.1,197054,305021,No,1542,0
FIN_b9502c6e7f,73,Male,North,56614,721,34882,2320,24397,107361,Unemployed,Single,Own,36,4,Home,13,0.73,5,0.07,100275,266301,No,630,1
FIN_b07221a8ed,20,Male,South,46141,777,23784,4850,19681,52209,Retired,Widowed,Mortgage,14,3,Personal,4,0.17,5,0.08,153105,168834,No,1611,0
FIN_269e4870d4,76,Male,South,21612,635,17629,3954,25733,46187,Unemployed,Divorced,Rent,33,4,Home,0,0.45,9,0.05,43812,304079,Yes,1569,1
FIN_b7b0844f18,30,Male,South,15691,609,31232,2153,26002,94859,Retired,Divorced,Own,78,5,Personal,1,0.39,4,0.24,185705,187113,No,244,0
FIN_5d0107c533,47,Female,East,46726,724,19179,1263,10901,46590,Employed,Widowed,Own,35,2,Personal,27,0.47,2,0.28,120737,135661,No,1049,0
FIN_f6654c7445,70,Male,North,88157,621,5167,2056,6619,38384,Self-Employed,Married,Rent,34,2,Business,29,0.27,9,0.24,105569,315152,No,520,0
FIN_5b341dcf26,68,Female,North,61112,680,24970,2632,5996,35682,Employed,Widowed,Rent,96,5,Personal,22,0.27,5,0.06,76171,228323,Yes,1347,0
FIN_75171fcfba,59,Female,North,129719,683,327,1484,33086,38559,Unemployed,Widowed,Rent,63,1,Business,8,0.42,5,0.05,107832,77119,No,1365,0
FIN_e007df0011,43,Male,West,56539,532,24857,5691,20695,33609,Unemployed,Single,Own,73,3,Education,4,0.31,7,0.08,49960,145206,Yes,927,0
FIN_df337b9e2e,76,Female,East,19984,814,14170,1725,5189,58479,Self-Employed,Widowed,Mortgage,72,2,Education,12,0.77,7,0.11,151327,328688,No,2678,1
FIN_260c5b304d,86,Female,West,56608,527,29901,419,14402,63693,Self-Employed,Widowed,Own,54,5,Personal,26,0.8,9,0.14,106512,93847,No,784,1
FIN_ad0f3b791b,20,Male,South,104014,623,18479,5207,23006,66903,Retired,Divorced,Rent,94,3,Personal,24,0.58,7,0.15,4033,130025,No,744,0
FIN_e942024a46,58,Male,South,55907,565,19478,2060,30014,79307,Unemployed,Divorced,Own,99,2,Home,26,0.11,1,0.3,179589,248733,No,686,0
FIN_3226cf6f10,18,Male,West,44537,813,12959,6662,37608,68327,Self-Employed,Single,Own,50,3,Car,0,0.19,4,0.19,90763,418045,No,818,0
FIN_ce7c4d0038,82,Male,South,62794,719,19459,3742,22729,58261,Employed,Widowed,Rent,91,3,Home,5,0.15,2,0.11,114934,93362,No,833,0
FIN_4c2033b317,87,Male,South,66394,778,11837,1483,-227,74149,Employed,Widowed,Own,66,2,Personal,13,0.55,2,0.14,112919,49539,No,989,0
FIN_bfa22540ca,67,Other,North,46943,897,24231,1706,27801,13767,Retired,Single,Rent,13,2,Business,37,0.7,3,0.02,89937,261180,No,768,1
FIN_cfa0d63b21,76,Male,West,86359,766,30136,5551,26323,83752,Self-Employed,Single,Mortgage,99,3,Personal,19,0.77,5,0.12,29660,281960,Yes,268,1
FIN_52546f2148,80,Female,West,43254,598,41203,649,45191,90104,Retired,Married,Mortgage,67,2,Car,26,0.38,8,0.08,199437,116974,No,301,0
FIN_d4db43ef7d,42,Other,East,81962,649,20249,4526,32533,45437,Self-Employed,Single,Mortgage,46,1,Car,32,0.21,1,0.21,62120,178470,No,1122,0
FIN_414c6d5c5e,27,Female,South,78172,676,28507,5987,18908,13914,Employed,Married,Own,54,3,Home,37,0.3,8,0.17,155705,214254,No,1679,0
FIN_63b3561666,18,Male,East,91831,608,25443,1874,32929,38785,Unemployed,Married,Own,31,4,Home,30,0.66,0,0.25,129372,350813,No,499,1
FIN_35324ded20,31,Female,East,80750,824,18615,2345,3067,57161,Unemployed,Widowed,Own,4,3,Personal,32,0.9,5,0.04,40940,245188,No,536,0
FIN_6f2cdd1987,38,Female,North,106354,563,15788,3717,32404,69037,Unemployed,Single,Own,15,2,Home,36,0.24,8,0.29,158465,313289,No,-13,0
FIN_beb8cc3ed6,75,Male,West,44783,638,16873,331,24880,62940,Unemployed,Married,Mortgage,1,2,Home,6,0.35,9,0.12,74099,74552,No,1194,1
FIN_09c9cbc91d,55,Male,East,58498,668,16772,4788,10216,32683,Retired,Married,Own,30,2,Home,16,0.9,8,0.24,133978,194045,No,555,0
FIN_fb455ce955,18,Female,East,67240,396,8698,1715,21609,12342,Retired,Married,Own,14,2,Personal,27,0.15,0,0.12,228124,216138,No,1233,0
FIN_c7b2043a51,22,Female,East,100409,681,24690,5467,11943,47413,Employed,Married,Mortgage,19,2,Personal,24,0.5,8,0.1,51377,347720,No,1724,1
FIN_65326b8165,61,Male,South,15248,516,19358,4413,-9926,58752,Self-Employed,Single,Rent,82,1,Education,13,0.63,9,0.13,72269,295431,No,999,0
FIN_f71fc04e67,82,Male,North,99484,555,29984,4061,49778,89969,Self-Employed,Married,Own,24,3,Personal,16,0.68,3,0.05,119419,358728,No,1475,0
FIN_1751c40e2b,74,Female,East,70633,657,23196,3670,17271,61817,Retired,Divorced,Own,97,2,Personal,11,0.66,5,0.28,106325,250360,No,1124,0
FIN_f588cf804c,62,Other,West,58338,684,28881,2755,23821,21050,Self-Employed,Married,Rent,24,3,Home,0,0.66,1,0.2,70253,79519,No,578,0
FIN_99df5b3ffc,77,Female,East,87323,674,29002,540,17247,36109,Self-Employed,Single,Own,68,2,Car,0,0.86,4,0.11,97268,232942,Yes,343,0
FIN_aef1dd0d29,83,Male,South,98194,608,25294,1482,19306,35242,Self-Employed,Single,Rent,11,4,Car,9,0.78,6,0.27,84424,167702,Yes,891,0
FIN_21e7bd05bb,64,Female,South,59219,597,7243,1409,19151,32650,Retired,Single,Mortgage,14,3,Personal,23,0.72,2,0.2,100433,85155,No,310,0
FIN_081edae81f,43,Female,South,45758,781,26434,3736,5980,55606,Self-Employed,Single,Rent,13,2,Car,31,0.72,7,0.28,67100,235652,No,1360,0
FIN_8a92fe46d8,26,Female,South,90771,771,8792,3025,12764,56519,Retired,Widowed,Rent,91,5,Car,38,0.17,9,0.22,26783,343571,No,814,1
FIN_90a2f0ecc1,68,Male,North,62354,545,23487,2648,24484,18890,Unemployed,Divorced,Mortgage,21,4,Home,0,0.38,3,0.15,41083,260355,No,578,0
FIN_38ad817039,25,Female,North,117629,458,22764,1564,16092,81563,Unemployed,Divorced,Rent,58,2,Home,35,0.56,8,0.28,60031,96032,No,455,0
FIN_1ae90bca87,22,Female,North,59223,503,23323,1777,-8109,48475,Retired,Widowed,Rent,44,2,Personal,24,0.34,8,0.24,67825,52076,No,1399,0
FIN_2e89fcc6bf,56,Female,East,45480,601,30110,3055,21999,77507,Self-Employed,Divorced,Rent,15,5,Personal,6,0.63,7,0.05,87473,63118,No,2790,0
FIN_8c13323f43,85,Male,West,39035,654,21947,6359,32508,68014,Self-Employed,Married,Mortgage,7,4,Education,12,0.81,7,0.14,36298,76716,No,911,1
FIN_cd40ebe947,57,Male,North,72734,734,20892,1003,-1517,107368,Unemployed,Single,Own,16,5,Business,14,0.89,2,0.05,61628,235530,Yes,1034,0
FIN_92dd46418b,53,Male,West,70900,582,23495,4050,38840,42868,Retired,Single,Mortgage,66,2,Car,22,0.3,6,0.25,156639,183812,Yes,224,0
FIN_8129003acd,38,Female,South,51306,555,8083,3136,-7185,23100,Retired,Widowed,Rent,60,5,Business,14,0.63,1,0.14,193747,280567,No,797,0
FIN_caa01e81b0,43,Female,West,55636,756,18446,1432,26175,24622,Retired,Single,Mortgage,47,2,Education,33,0.89,8,0.17,-1292,119669,No,1596,0
FIN_62fd9a1d28,73,Male,West,64606,498,13560,2740,15990,53369,Employed,Married,Mortgage,6,1,Education,21,0.17,6,0.11,92624,159138,Yes,980,0
FIN_38588cbefe,74,Male,North,45514,627,7000,842,37285,46870,Unemployed,Divorced,Rent,4,3,Home,38,0.35,0,0.09,66980,158187,No,392,0
FIN_f90c80ff84,76,Female,West,63053,447,18051,4492,20776,21375,Retired,Married,Own,37,4,Personal,15,0.39,2,0.05,28879,341046,No,-588,0
FIN_42284c6ce3,24,Female,North,104507,555,17069,4026,32862,45555,Retired,Single,Own,72,1,Education,9,0.29,9,0.04,-11072,203660,Yes,855,0
FIN_0c3f353584,59,Male,West,82245,712,29395,1260,27872,65751,Self-Employed,Widowed,Own,96,3,Home,39,0.14,1,0.19,136140,129538,No,1930,0
FIN_a33bb7672a,30,Female,North,79023,669,6008,1217,7681,78008,Retired,Divorced,Own,48,4,Personal,0,0.76,7,0.01,33134,234994,No,221,1
FIN_897be0cf8b,51,Male,East,79249,705,11357,3816,29789,49780,Self-Employed,Widowed,Mortgage,61,4,Home,24,0.49,3,0.2,94008,313102,No,2042,0
FIN_def2fdd9ad,70,Male,North,64884,723,27441,2930,-11895,33819,Retired,Widowed,Own,22,2,Business,14,0.81,3,0.1,150860,207235,No,666,0
FIN_bd093840a8,63,Female,West,52873,599,23867,5016,25394,38909,Unemployed,Married,Own,70,5,Car,26,0.69,8,0.15,161681,156100,Yes,1223,0
FIN_4543eed57f,74,Male,South,32263,732,2737,906,32378,100339,Unemployed,Married,Rent,61,4,Business,11,0.26,1,0.17,12164,211150,No,462,0
FIN_046d1ba22e,78,Male,South,71034,707,13180,3382,29133,34012,Self-Employed,Divorced,Rent,18,5,Home,10,0.6,7,0.02,140343,26820,No,782,0
FIN_45d11f44ed,73,Male,East,103537,577,157,1443,19074,73526,Employed,Widowed,Mortgage,0,2,Education,1,0.67,1,0.16,115926,313661,No,898,1
FIN_4a45c4c524,46,Male,East,52392,743,19477,2758,31915,13775,Self-Employed,Single,Own,68,1,Business,20,0.61,2,0.13,74680,380766,No,1573,0
FIN_fcda2c643f,31,Male,South,56082,546,27261,1541,16134,63590,Employed,Single,Mortgage,11,5,Business,27,0.88,4,0.27,17527,176660,No,911,0
FIN_389adb503b,85,Female,South,80941,607,11994,5925,-9422,66685,Unemployed,Widowed,Mortgage,7,5,Personal,22,0.48,0,0.03,73773,158857,No,748,0
FIN_24ee9a765d,88,Male,North,74146,532,10378,1779,566,58637,Unemployed,Divorced,Rent,21,2,Education,24,0.44,3,0.08,126080,129007,Yes,252,1
FIN_71d652471e,30,Male,South,77454,779,16340,1945,31483,72683,Self-Employed,Divorced,Rent,51,2,Home,28,0.7,5,0.08,63524,148154,No,1097,1
FIN_ce0495ffdf,34,Male,South,77247,805,15903,3429,6743,69071,Retired,Married,Own,54,2,Personal,28,0.37,4,0.01,60584,145232,No,1152,0
FIN_252da82a6e,46,Male,South,51301,744,19428,4756,13456,52208,Self-Employed,Widowed,Rent,50,2,Personal,24,0.2,5,0.29,81227,77921,Yes,623,1
FIN_10c9a83221,19,Female,West,66082,709,-4001,4839,21609,65544,Unemployed,Divorced,Rent,40,3,Personal,1,0.21,6,0.25,133139,124584,No,1038,1
FIN_63233aa7aa,79,Female,West,82789,755,15818,2288,13818,86434,Self-Employed,Single,Rent,34,2,Education,23,0.66,6,0.12,70440,103751,No,2276,0
FIN_3a3a969e58,37,Female,South,85785,609,15455,3718,21167,43269,Self-Employed,Widowed,Own,86,1,Home,4,0.45,0,0.1,113546,245020,No,1285,0
FIN_ef0ecbb22c,73,Male,East,40569,681,21864,361,37806,74991,Self-Employed,Married,Mortgage,55,2,Business,12,0.39,0,0.01,111982,173266,No,753,0
FIN_ff94953df3,69,Female,East,41383,695,24703,1986,31433,72207,Unemployed,Widowed,Own,65,1,Car,21,0.38,8,0.17,115020,151414,No,1784,0
FIN_74e46998f7,42,Male,South,25908,567,13685,1761,37892,23709,Retired,Widowed,Mortgage,97,3,Personal,9,0.62,4,0.25,56950,209223,No,1793,0
FIN_f5d3b15fcc,43,Male,North,58572,499,15335,3554,31612,79981,Self-Employed,Divorced,Mortgage,16,4,Personal,35,0.59,5,0.18,172405,281933,No,1381,0
FIN_cb039bb3b4,34,Female,West,82749,739,25578,1760,48635,14887,Retired,Divorced,Mortgage,19,2,Home,23,0.56,3,0.12,149182,193570,No,1431,0
FIN_8111fd3054,56,Female,East,23314,533,31364,2492,26142,36563,Employed,Widowed,Rent,28,5,Home,30,0.3,0,0.04,142566,296718,No,1508,0
FIN_0a39164f58,27,Male,West,45625,624,6463,485,7403,50760,Retired,Single,Own,80,3,Car,33,0.55,9,0.1,69620,225210,Yes,1221,1
FIN_5fda4c5627,76,Male,South,46417,580,27943,6918,28560,36819,Self-Employed,Widowed,Own,96,3,Home,32,0.61,2,0.06,58038,230824,No,1710,0
FIN_c0f531139a,42,Female,East,87871,649,13887,3354,298,88019,Unemployed,Divorced,Mortgage,57,1,Business,32,0.65,2,0.09,84467,64847,No,867,0
FIN_3093a97797,45,Male,North,9912,652,23101,3699,28139,17309,Unemployed,Single,Rent,61,3,Education,37,0.6,5,0.03,64572,166252,Yes,1705,0
FIN_a85ada721e,78,Male,East,83217,653,14265,4297,33774,77263,Unemployed,Single,Own,46,3,Business,5,0.63,9,0.12,138057,195327,No,118,0
