PID,age,sex,marital_status,job,employment_since,credit_hist,credit_amount,purpose,duration,installment_rate,debtors,residence_since,property,installment_other,housing,existing_credits,liable_people,monthly_rent_or_mortgage,tel,online_banking,foreign,checking_account,savings,default
4739735,50,male,single,management/self-employed/highly qualified,unemployed,no credits,2261,business,21,3,none,1,car or other,stores,for free,2,1,207,none,yes,yes,170,95,1
15813650,44,male,divorced/separated,management/self-employed/highly qualified,7,critical account,1356,car (new),4,4,none,4,unknown /no property,none,for free,1,2,194,registered,no,yes,no checking account,unknown,1
10008195,19,male,single,unskilled - resident,<1 year,critical account,3119,car (new),20,4,none,3,real estate,none,own,1,1,191,none,yes,yes,598,63,1
6149598,30,male,single,skilled employee / official,10,existing credits paid,4180,furniture/equipment,29,2,none,4,car or other,none,for free,1,1,224,none,no,yes,74,0,2
11950129,42,female,divorced/separated,management/self-employed/highly qualified,4,critical account,250,car (new),16,2,none,2,real estate,none,own,1,1,201,none,yes,yes,no checking account,383,1
16572758,59,male,single,skilled employee / official,3,critical account,12152,radio/television,33,2,none,2,car or other,none,own,2,1,359,registered,no,yes,78,unknown,1
702874,28,female,single,skilled employee / official,<1 year,critical account,4468,radio/television,15,2,none,3,car or other,none,own,1,1,201,none,yes,no,no checking account,2157,2
14715582,53,male,divorced/separated,unskilled - resident,9,critical account,431,car (new),7,1,none,3,car or other,none,own,2,1,415,none,no,yes,no checking account,unknown,2
14951079,48,male,single,skilled employee / official,3,critical account,1716,car (used),17,2,none,4,unknown /no property,none,own,2,1,717,none,yes,yes,128,54,1
13622790,35,female,single,management/self-employed/highly qualified,2,existing credits paid,517,furniture/equipment,35,3,none,4,life insurance,none,own,1,1,189,none,yes,no,no checking account,19,2
2158625,28,male,single,management/self-employed/highly qualified,8,critical account,1900,car (new),8,4,none,4,real estate,bank,own,1,1,208,none,yes,yes,146,56,1
7403169,46,male,single,skilled employee / official,<1 year,existing credits paid,1048,furniture/equipment,14,4,none,4,life insurance,none,for free,1,1,166,registered,yes,yes,73,91,2
1620166,33,male,single,skilled employee / official,unemployed,critical account,3224,car (new),10,3,none,1,car or other,bank,own,1,1,725,none,yes,no,476,314,2
2726074,19,male,single,skilled employee / official,4,critical account,345,radio/television,27,4,none,3,car or other,none,rent,2,1,324,registered,no,yes,-228,43,2
10632702,33,female,married/widowed,skilled employee / official,12,critical account,18424,business,26,4,guarantor,4,real estate,none,rent,1,1,191,none,yes,yes,no checking account,15,2
200619,45,male,single,skilled employee / official,17,critical account,1759,furniture/equipment,8,1,none,4,car or other,none,own,1,1,350,registered,yes,yes,no checking account,35,1
4402885,35,male,single,unskilled - resident,4,no credits,4139,radio/television,72,2,none,2,unknown /no property,none,rent,3,1,665,none,yes,yes,no checking account,unknown,2
3835268,47,male,single,skilled employee / official,unemployed,no credits,5617,car (new),11,2,none,2,real estate,none,own,1,1,172,registered,yes,yes,-266,55,1
10089648,59,female,single,skilled employee / official,5,existing credits paid,2780,radio/television,24,4,none,4,life insurance,none,own,1,1,233,registered,yes,yes,no checking account,66,2
14740507,25,female,single,skilled employee / official,4,critical account,4634,car (new),19,1,none,2,car or other,none,own,1,2,198,none,yes,no,no checking account,27,2
1020858,27,male,single,skilled employee / official,1,critical account,2126,furniture/equipment,17,4,none,4,real estate,none,rent,2,1,0,none,yes,yes,no checking account,239,1
12538316,39,male,single,skilled employee / official,20,critical account,1368,radio/television,28,1,co-applicant,2,unknown /no property,none,rent,1,1,663,registered,no,yes,no checking account,1861,2
9443850,29,male,single,skilled employee / official,1,existing credits paid,2481,car (used),25,4,none,4,car or other,none,rent,1,1,199,none,no,yes,29,unknown,2
9760957,42,male,single,skilled employee / official,23,existing credits paid,1821,car (new),7,3,none,4,real estate,none,rent,2,2,129,registered,yes,yes,no checking account,30,2
2510499,38,male,divorced/separated,management/self-employed/highly qualified,13,critical account,4520,radio/television,10,4,none,4,unknown /no property,none,own,2,1,812,registered,yes,no,no checking account,unknown,2
1218365,52,female,single,skilled employee / official,22,delay,5153,furniture/equipment,5,4,none,2,car or other,none,own,1,1,181,registered,yes,yes,85,367,1
4168532,23,female,single,skilled employee / official,7,critical account,250,car (used),37,4,none,1,life insurance,none,own,1,1,211,registered,yes,yes,36,56,2
7466253,37,female,divorced/separated,skilled employee / official,10,critical account,3355,radio/television,13,4,none,3,car or other,none,for free,2,1,193,none,yes,yes,-167,29,1
2987430,26,male,divorced/separated,management/self-employed/highly qualified,1,existing credits paid,9366,radio/television,58,2,none,4,car or other,none,own,1,1,232,registered,yes,yes,-175,48,2
1857369,29,female,single,management/self-employed/highly qualified,12,all paid,2025,radio/television,22,4,none,4,life insurance,none,own,1,1,818,none,yes,yes,134,unknown,2
5051375,29,male,single,skilled employee / official,8,no credits,4372,radio/television,19,2,none,1,car or other,none,own,1,1,1060,none,no,yes,no checking account,0,2
8920470,57,female,single,skilled employee / official,unemployed,existing credits paid,3059,furniture/equipment,6,1,guarantor,4,unknown /no property,none,rent,1,1,225,none,yes,yes,-100,60,1
12379294,20,male,married/widowed,skilled employee / official,<1 year,existing credits paid,2323,radio/television,8,4,none,1,unknown /no property,none,own,3,1,175,none,yes,yes,61,157,1
6329754,26,male,single,unskilled - resident,9,critical account,449,business,19,2,none,2,unknown /no property,none,own,1,1,191,registered,yes,yes,no checking account,unknown,2
8982218,29,male,divorced/separated,unskilled - resident,7,critical account,4443,car (new),4,1,none,4,real estate,bank,own,1,1,92,none,yes,yes,0,unknown,1
6804654,33,female,single,unemployed/unskilled - non-resident,<1 year,existing credits paid,849,car (used),20,2,none,4,real estate,none,own,1,1,226,none,yes,yes,no checking account,unknown,2
6421509,27,male,single,unskilled - resident,9,critical account,250,education,13,2,none,2,unknown /no property,none,own,1,1,1146,none,yes,yes,123,64,2
1295601,36,male,single,skilled employee / official,5,critical account,2116,business,10,2,none,4,real estate,none,own,2,1,204,none,no,yes,66,54,2
11928566,41,female,single,skilled employee / official,<1 year,critical account,897,radio/television,13,3,none,4,car or other,none,own,1,1,191,registered,yes,yes,55,48,1
14943663,54,male,single,skilled employee / official,2,existing credits paid,2260,car (new),25,3,none,1,real estate,none,own,1,2,165,none,yes,yes,-262,55,2
10493253,32,male,married/widowed,skilled employee / official,12,delay,2619,business,41,4,co-applicant,1,car or other,stores,own,1,1,445,registered,yes,yes,no checking account,66,2
15724847,26,male,single,management/self-employed/highly qualified,8,no credits,2451,education,17,1,none,4,car or other,none,for free,1,1,702,none,yes,no,86,60,1
13519460,43,male,single,skilled employee / official,<1 year,critical account,9410,car (new),23,2,guarantor,2,life insurance,stores,own,1,1,220,none,yes,yes,178,74,1
9939408,34,male,single,skilled employee / official,<1 year,delay,1877,furniture/equipment,13,4,guarantor,4,life insurance,none,own,1,1,182,none,yes,yes,no checking account,338,2
9303771,29,male,single,skilled employee / official,6,existing credits paid,1556,car (new),16,1,guarantor,4,real estate,bank,rent,2,1,1163,registered,no,yes,no checking account,500,1
16607957,54,male,single,management/self-employed/highly qualified,13,existing credits paid,2848,radio/television,15,4,none,4,car or other,none,own,1,2,178,registered,yes,yes,449,354,2
9059460,36,male,divorced/separated,unskilled - resident,unemployed,existing credits paid,1866,radio/television,21,2,none,3,car or other,none,own,2,1,214,registered,yes,yes,no checking account,43,2
9064711,36,male,single,skilled employee / official,3,existing credits paid,2797,car (new),25,3,none,1,real estate,none,for free,2,1,1185,registered,yes,yes,-254,217,1
4240290,35,male,single,skilled employee / official,<1 year,critical account,2777,radio/television,33,4,none,1,life insurance,none,own,1,1,207,registered,yes,yes,132,835,1
15889150,34,female,divorced/separated,unskilled - resident,1,critical account,5508,car (new),21,2,none,4,unknown /no property,stores,rent,2,1,151,registered,yes,yes,-191,44,2
12156478,75,male,single,unskilled - resident,29,critical account,4239,education,21,4,none,4,real estate,none,own,1,1,204,registered,no,yes,0,unknown,2
7841852,35,male,married/widowed,unskilled - resident,unemployed,critical account,1671,furniture/equipment,13,4,guarantor,4,car or other,none,own,2,1,189,registered,yes,yes,133,48,1
12895708,64,male,married/widowed,unskilled - resident,8,critical account,9188,business,16,3,guarantor,4,unknown /no property,bank,own,1,1,208,registered,yes,yes,no checking account,46,2
12761473,38,male,single,management/self-employed/highly qualified,21,critical account,17673,radio/television,36,4,none,1,real estate,none,own,1,1,199,none,yes,yes,no checking account,8,1
5492468,40,male,married/widowed,management/self-employed/highly qualified,unemployed,critical account,2482,furniture/equipment,17,4,none,1,life insurance,bank,own,1,1,205,registered,no,yes,200,63,1
15647980,39,male,divorced/separated,unskilled - resident,4,existing credits paid,4570,car (new),14,4,none,2,car or other,bank,own,2,1,178,registered,yes,yes,-330,55,2
7892928,48,male,single,management/self-employed/highly qualified,5,delay,5904,education,15,2,none,4,real estate,none,rent,2,1,197,none,yes,yes,no checking account,22,2
1651477,24,male,single,skilled employee / official,2,critical account,5806,business,8,4,none,4,life insurance,bank,own,2,1,623,registered,yes,yes,no checking account,404,2
15881262,55,male,single,skilled employee / official,4,existing credits paid,250,radio/television,24,2,none,4,car or other,none,rent,1,2,181,none,no,yes,-261,8,1
15955528,32,female,single,unskilled - resident,<1 year,existing credits paid,3672,radio/television,20,4,none,4,car or other,none,own,2,1,841,registered,yes,yes,no checking account,61,1
13454463,30,male,single,skilled employee / official,8,critical account,5182,domestic appliances,10,2,none,4,car or other,none,own,1,1,211,none,yes,yes,no checking account,unknown,2
9755679,46,male,divorced/separated,unskilled - resident,1,critical account,14553,car (new),20,4,none,4,car or other,bank,rent,2,1,724,none,yes,yes,no checking account,63,2
11057291,39,female,single,management/self-employed/highly qualified,6,existing credits paid,3628,car (new),4,4,none,4,real estate,none,own,2,1,173,registered,yes,no,no checking account,51,1
8300377,66,male,single,unemployed/unskilled - non-resident,unemployed,critical account,2761,car (new),54,4,none,4,unknown /no property,none,rent,1,2,181,registered,yes,yes,no checking account,100,1
3881125,38,male,married/widowed,skilled employee / official,unemployed,delay,3007,car (used),14,4,none,3,car or other,bank,own,2,1,955,none,yes,yes,no checking account,100,1
8123532,42,male,divorced/separated,skilled employee / official,13,existing credits paid,1547,furniture/equipment,4,3,none,4,real estate,none,own,2,1,227,none,yes,yes,no checking account,26,2
13252486,20,male,single,unskilled - resident,<1 year,critical account,2608,car (new),4,2,none,4,real estate,none,own,1,1,223,none,yes,yes,no checking account,31,2
2769462,19,male,single,skilled employee / official,2,critical account,4920,car (new),11,4,none,2,real estate,none,own,1,1,207,none,no,yes,-342,57,2
5615791,23,female,married/widowed,management/self-employed/highly qualified,3,critical account,250,car (new),9,4,none,4,unknown /no property,none,own,1,1,213,none,no,yes,96,31,1
13864457,50,male,single,unemployed/unskilled - non-resident,20,critical account,2233,car (new),4,1,none,4,car or other,bank,own,2,1,226,none,yes,yes,197,65,2
10157136,38,male,divorced/separated,unskilled - resident,unemployed,critical account,250,car (new),16,2,none,2,real estate,none,own,2,2,234,none,no,yes,no checking account,unknown,1
16682637,20,male,married/widowed,management/self-employed/highly qualified,3,all paid,250,business,12,4,co-applicant,4,life insurance,bank,own,1,1,191,none,yes,yes,no checking account,1000,2
8126599,32,male,single,skilled employee / official,2,critical account,5704,car (new),13,4,none,4,unknown /no property,none,own,2,1,1185,none,no,yes,no checking account,54,1
16479821,31,male,single,management/self-employed/highly qualified,<1 year,critical account,256,radio/television,4,4,none,1,life insurance,none,own,2,1,208,registered,yes,yes,105,355,1
9544743,35,male,divorced/separated,skilled employee / official,<1 year,existing credits paid,250,car (new),10,4,none,2,car or other,none,own,1,1,182,none,no,yes,no checking account,17,2
16194329,32,female,divorced/separated,skilled employee / official,12,existing credits paid,805,car (new),24,4,none,4,real estate,stores,own,2,1,194,none,no,yes,-130,31,2
13691946,37,male,single,unskilled - resident,2,delay,3537,car (used),72,4,none,4,unknown /no property,none,own,1,1,218,registered,yes,yes,141,548,2
6814822,55,male,single,skilled employee / official,11,critical account,2232,car (new),22,4,none,1,car or other,none,own,1,1,622,registered,no,yes,no checking account,43,1
14200555,37,female,single,skilled employee / official,<1 year,critical account,7992,radio/television,15,4,none,4,unknown /no property,bank,for free,1,1,217,none,yes,yes,185,877,2
10437229,30,male,single,unskilled - resident,unemployed,existing credits paid,3532,furniture/equipment,22,4,none,3,life insurance,none,rent,2,1,637,none,yes,yes,no checking account,192,2
3506135,39,male,divorced/separated,skilled employee / official,20,existing credits paid,12500,radio/television,30,4,guarantor,3,car or other,stores,own,1,1,204,registered,yes,no,616,356,2
2260641,28,female,single,unskilled - resident,4,critical account,4989,radio/television,9,2,none,4,real estate,none,own,2,1,191,registered,yes,no,79,unknown,1
10852519,26,female,single,management/self-employed/highly qualified,4,critical account,1912,car (new),5,4,none,4,real estate,stores,own,1,1,613,none,yes,no,-196,45,1
14463765,19,male,single,unskilled - resident,7,existing credits paid,1135,car (new),24,4,none,3,car or other,bank,own,1,1,792,registered,yes,yes,56,55,2
7399147,75,male,single,management/self-employed/highly qualified,4,critical account,8679,car (new),6,4,none,4,unknown /no property,none,own,1,1,215,registered,yes,yes,no checking account,100,2
12989443,57,male,single,skilled employee / official,2,critical account,4349,car (new),36,4,none,2,unknown /no property,stores,own,1,1,235,registered,yes,yes,-211,79,2
179553,21,male,divorced/separated,unskilled - resident,1,existing credits paid,1821,business,19,4,none,4,real estate,bank,own,2,1,198,registered,yes,yes,no checking account,1900,1
7242054,29,male,single,unskilled - resident,<1 year,existing credits paid,1359,radio/television,25,4,none,4,car or other,none,own,2,1,363,registered,no,yes,103,262,2
6991762,55,male,single,skilled employee / official,7,delay,4418,furniture/equipment,33,4,none,4,life insurance,bank,own,1,1,237,registered,yes,yes,no checking account,31,1
13339882,31,male,single,management/self-employed/highly qualified,<1 year,no credits,1885,car (new),15,4,none,1,unknown /no property,none,own,2,1,214,none,yes,yes,no checking account,unknown,1
6205997,25,male,single,unskilled - resident,7,all paid,10145,car (new),20,2,none,2,real estate,none,own,2,1,237,none,yes,yes,491,2939,1
10243589,42,male,single,skilled employee / official,19,critical account,773,education,4,4,guarantor,2,real estate,none,own,2,1,150,none,no,yes,-132,unknown,2
959138,75,male,single,skilled employee / official,1,critical account,5460,business,16,4,none,4,life insurance,none,own,3,1,167,registered,yes,yes,no checking account,69,1
313305,40,female,single,skilled employee / official,unemployed,critical account,5970,business,11,1,none,4,car or other,none,rent,2,1,137,registered,yes,yes,83,75,1
15971599,34,male,married/widowed,skilled employee / official,7,existing credits paid,5178,furniture/equipment,4,4,none,2,unknown /no property,none,own,2,1,210,none,yes,yes,53,35,2
4528013,37,male,single,skilled employee / official,unemployed,critical account,2210,car (new),46,4,none,4,life insurance,bank,rent,2,1,188,none,no,yes,413,282,1
13473,73,male,married/widowed,unskilled - resident,4,critical account,4856,radio/television,4,3,none,4,real estate,none,own,2,2,220,none,yes,yes,no checking account,54,2
8257274,37,male,single,unskilled - resident,23,critical account,1989,education,25,4,none,4,life insurance,none,own,1,1,806,none,yes,yes,-167,unknown,1
13208390,51,male,married/widowed,skilled employee / official,5,delay,6967,furniture/equipment,13,4,none,4,life insurance,none,own,1,1,222,none,yes,yes,96,300,2
12351275,29,male,single,skilled employee / official,4,existing credits paid,1220,car (new),24,4,none,4,real estate,stores,own,1,2,198,none,yes,yes,no checking account,19,1
13703998,27,female,single,skilled employee / official,<1 year,critical account,13520,car (new),6,3,co-applicant,4,real estate,none,rent,1,1,227,registered,yes,yes,-210,187,1
12193178,23,male,single,skilled employee / official,7,no credits,250,radio/television,34,4,none,1,car or other,none,own,1,2,234,none,yes,yes,no checking account,16,1
1954328,40,male,single,skilled employee / official,15,critical account,1428,car (new),46,4,none,4,life insurance,none,own,2,1,228,registered,yes,yes,no checking account,48,1
4026509,63,male,single,skilled employee / official,<1 year,critical account,490,furniture/equipment,4,1,none,2,car or other,none,own,2,1,224,none,yes,yes,-238,157,1
9847026,45,male,married/widowed,skilled employee / official,25,existing credits paid,802,car (new),47,4,none,4,real estate,none,own,4,2,492,registered,no,yes,no checking account,96,1
911994,31,male,single,unskilled - resident,5,existing credits paid,1619,car (new),11,3,co-applicant,4,unknown /no property,none,own,1,1,184,registered,yes,yes,166,90,2
8409941,37,female,single,management/self-employed/highly qualified,unemployed,existing credits paid,1407,furniture/equipment,12,4,none,4,life insurance,stores,own,1,1,27,none,yes,yes,114,30,2
7545173,29,male,single,skilled employee / official,1,critical account,7379,car (new),62,4,guarantor,4,unknown /no property,none,own,2,1,179,registered,yes,yes,no checking account,170,1
13798389,41,male,married/widowed,unskilled - resident,1,existing credits paid,1160,car (new),41,4,none,1,car or other,none,rent,1,1,0,none,yes,yes,-203,54,1
15228885,22,male,single,management/self-employed/highly qualified,4,existing credits paid,2594,radio/television,8,4,none,4,unknown /no property,none,own,1,1,207,none,yes,yes,no checking account,54,2
580089,54,male,single,management/self-employed/highly qualified,31,existing credits paid,7585,car (new),18,4,none,4,real estate,none,own,3,1,217,none,yes,yes,no checking account,43,2
11192358,23,female,single,skilled employee / official,3,delay,1492,car (new),32,4,none,4,car or other,stores,own,1,2,185,none,yes,yes,no checking account,unknown,1
15722409,44,female,single,unskilled - resident,1,critical account,3970,car (used),6,1,none,2,real estate,none,rent,1,1,199,registered,yes,yes,no checking account,69,2
14555837,32,male,single,skilled employee / official,9,existing credits paid,5339,furniture/equipment,15,2,co-applicant,3,real estate,none,for free,2,2,1185,registered,yes,yes,98,664,2
4929294,36,male,divorced/separated,skilled employee / official,2,existing credits paid,2725,car (new),15,4,none,4,life insurance,none,rent,1,1,1100,none,yes,yes,no checking account,52,2
15352861,42,male,single,management/self-employed/highly qualified,<1 year,all paid,250,car (new),70,4,none,4,real estate,none,own,2,1,202,none,yes,yes,48,unknown,2
12190288,31,male,single,skilled employee / official,8,all paid,1151,car (used),21,3,none,4,car or other,none,rent,2,1,216,none,yes,yes,no checking account,26,1
15134951,70,male,single,skilled employee / official,24,delay,4753,business,40,3,none,4,real estate,bank,own,1,1,216,none,yes,yes,-242,unknown,1
15726361,32,male,divorced/separated,skilled employee / official,<1 year,critical account,1097,radio/television,25,4,none,4,real estate,none,rent,1,1,237,none,yes,yes,0,unknown,1
12769519,62,male,single,skilled employee / official,unemployed,critical account,4055,furniture/equipment,29,2,none,2,car or other,none,own,2,1,237,none,no,yes,no checking account,810,2
5869418,75,male,divorced/separated,skilled employee / official,1,all paid,4488,car (new),48,4,none,2,life insurance,bank,rent,2,1,226,registered,yes,yes,90,52,1
12938118,37,male,single,management/self-employed/highly qualified,5,no credits,250,radio/television,10,1,co-applicant,2,real estate,none,own,2,1,161,none,yes,yes,113,unknown,1
382095,27,male,single,skilled employee / official,4,critical account,4858,repairs,44,2,none,4,life insurance,stores,own,1,2,369,none,no,yes,no checking account,452,2
6672748,44,male,single,unskilled - resident,9,critical account,3319,radio/television,10,4,none,1,real estate,none,own,1,1,164,registered,yes,no,147,13,1
15284805,19,male,single,management/self-employed/highly qualified,7,delay,1717,retraining,10,2,none,1,car or other,bank,own,1,1,814,registered,yes,yes,no checking account,1327,2
10394373,37,male,single,management/self-employed/highly qualified,7,critical account,1376,business,14,3,co-applicant,4,life insurance,bank,own,2,1,536,none,yes,yes,104,81,1
10184670,23,male,divorced/separated,management/self-employed/highly qualified,7,critical account,345,car (new),26,4,none,2,real estate,none,own,2,2,964,registered,yes,no,167,238,1
3701352,42,male,divorced/separated,management/self-employed/highly qualified,5,critical account,1544,furniture/equipment,18,4,none,2,car or other,none,rent,3,1,225,registered,yes,yes,180,52,1
15639183,33,male,married/widowed,unskilled - resident,1,no credits,3720,business,4,2,none,4,real estate,bank,own,1,2,174,none,yes,yes,no checking account,57,2
10310319,38,female,single,skilled employee / official,<1 year,critical account,250,furniture/equipment,24,4,none,1,life insurance,none,own,1,2,306,none,yes,yes,-160,40,1
10967315,34,male,single,skilled employee / official,<1 year,existing credits paid,2788,radio/television,14,2,none,4,unknown /no property,none,rent,1,1,184,none,yes,yes,no checking account,42,2
6821895,25,male,single,skilled employee / official,7,existing credits paid,1331,furniture/equipment,26,4,none,3,car or other,none,own,1,1,1082,none,yes,no,no checking account,unknown,1
11079487,19,female,single,skilled employee / official,4,critical account,1200,business,46,2,none,3,unknown /no property,none,own,2,1,173,none,yes,yes,161,53,2
5808101,36,male,single,skilled employee / official,2,existing credits paid,2067,radio/television,49,3,none,4,unknown /no property,bank,own,1,1,176,none,yes,yes,400,29,1
2826003,48,male,single,management/self-employed/highly qualified,8,critical account,970,car (new),19,4,none,2,real estate,none,own,1,2,201,none,yes,yes,42,44,1
11243352,29,male,single,unemployed/unskilled - non-resident,12,critical account,441,retraining,42,4,none,4,life insurance,none,own,4,1,207,none,yes,yes,no checking account,249,2
8941687,40,male,divorced/separated,unskilled - resident,<1 year,critical account,1270,car (new),36,4,none,3,life insurance,none,own,3,2,718,none,yes,yes,no checking account,45,2
15127310,33,male,single,skilled employee / official,11,critical account,3015,education,22,4,none,4,real estate,bank,own,1,1,575,registered,yes,yes,no checking account,20,2
4572302,41,male,single,skilled employee / official,7,critical account,963,car (new),36,1,none,4,car or other,none,rent,1,2,176,registered,no,yes,no checking account,363,2
15842934,20,male,divorced/separated,skilled employee / official,7,existing credits paid,3986,car (new),21,2,none,4,real estate,bank,own,3,1,183,none,yes,yes,no checking account,2333,2
8656882,42,male,married/widowed,management/self-employed/highly qualified,4,existing credits paid,1893,car (used),67,3,guarantor,4,car or other,none,own,1,1,179,registered,yes,yes,125,255,1
4576398,27,male,single,unskilled - resident,8,critical account,4052,furniture/equipment,20,4,co-applicant,3,real estate,none,own,1,2,214,none,yes,yes,32,0,2
4024007,28,male,divorced/separated,unskilled - resident,<1 year,critical account,411,car (used),7,4,none,4,life insurance,none,own,1,1,184,none,yes,yes,no checking account,55,2
1069526,30,male,divorced/separated,skilled employee / official,<1 year,critical account,2213,radio/television,4,4,none,4,life insurance,none,rent,1,1,225,none,yes,yes,85,100,1
11447278,48,male,single,unemployed/unskilled - non-resident,4,existing credits paid,2198,radio/television,19,2,none,2,real estate,bank,own,1,1,178,none,yes,yes,no checking account,69,2
3154085,31,male,single,unskilled - resident,4,critical account,2526,repairs,30,4,none,3,unknown /no property,bank,rent,2,1,203,none,yes,yes,no checking account,1634,1
7829781,39,male,single,unskilled - resident,<1 year,existing credits paid,2963,car (new),18,1,none,4,real estate,none,for free,1,1,1185,none,yes,yes,-161,unknown,1
8588631,44,male,married/widowed,skilled employee / official,18,critical account,372,business,19,2,none,3,car or other,none,own,2,1,148,registered,no,yes,no checking account,1,1
9671230,40,female,divorced/separated,unskilled - resident,1,critical account,1429,car (used),16,4,none,2,real estate,none,own,1,1,178,registered,yes,yes,170,30,1
7059396,58,male,divorced/separated,unskilled - resident,3,all paid,3070,radio/television,26,3,none,1,real estate,bank,own,1,2,198,registered,yes,yes,457,65,2
9434290,23,male,single,unskilled - resident,7,existing credits paid,4492,car (used),48,4,co-applicant,3,car or other,none,for free,3,1,413,none,yes,yes,67,263,2
3128751,29,male,single,skilled employee / official,unemployed,existing credits paid,6123,furniture/equipment,4,4,none,4,real estate,none,rent,1,1,1185,none,yes,yes,no checking account,76,1
13501771,42,male,single,skilled employee / official,<1 year,critical account,4325,furniture/equipment,29,4,guarantor,4,real estate,bank,own,2,1,199,registered,no,yes,116,23,1
4920617,29,male,single,skilled employee / official,<1 year,no credits,2095,business,9,4,none,4,unknown /no property,stores,own,1,1,212,registered,yes,yes,no checking account,unknown,2
10770905,33,male,single,management/self-employed/highly qualified,7,existing credits paid,5169,car (new),13,4,none,2,life insurance,none,own,1,1,170,none,no,yes,no checking account,645,2
13515454,28,female,single,skilled employee / official,3,existing credits paid,1402,education,16,4,none,4,car or other,none,own,2,2,178,none,no,yes,46,29,1
10129787,63,male,divorced/separated,skilled employee / official,6,all paid,10533,business,24,3,none,4,unknown /no property,bank,own,3,2,288,none,yes,yes,no checking account,65,1
5679309,35,male,single,skilled employee / official,1,delay,583,car (used),31,2,none,3,car or other,bank,own,1,1,209,none,no,yes,no checking account,47,2
11284772,34,male,single,skilled employee / official,<1 year,critical account,2611,car (new),16,2,none,4,car or other,none,rent,1,1,318,registered,yes,yes,no checking account,246,1
8072006,51,female,single,skilled employee / official,<1 year,existing credits paid,2289,education,9,4,none,4,real estate,none,own,1,1,201,none,no,yes,no checking account,69,2
16553966,37,female,single,management/self-employed/highly qualified,18,existing credits paid,4244,car (new),26,2,none,4,car or other,none,own,1,1,218,registered,yes,yes,91,81,2
4070396,75,male,single,skilled employee / official,3,existing credits paid,5615,car (new),8,4,none,4,real estate,stores,for free,2,1,574,none,yes,yes,99,unknown,1
13946628,45,female,single,unskilled - resident,10,critical account,699,car (new),6,4,none,4,real estate,bank,own,1,2,188,registered,yes,yes,no checking account,unknown,2
6593962,46,male,single,skilled employee / official,3,critical account,2361,repairs,45,3,guarantor,4,real estate,none,own,1,1,168,none,yes,yes,no checking account,9,2
11605716,31,male,single,skilled employee / official,7,critical account,2448,education,58,3,none,3,car or other,none,own,2,1,1185,registered,yes,yes,no checking account,75,1
4587400,43,male,single,unemployed/unskilled - non-resident,4,existing credits paid,4294,education,10,4,none,4,car or other,none,own,1,1,230,none,yes,yes,497,279,1
11660388,38,male,single,unskilled - resident,4,critical account,4106,furniture/equipment,11,2,guarantor,4,real estate,bank,for free,1,1,771,none,yes,no,508,77,2
7390033,64,female,single,unskilled - resident,unemployed,critical account,12547,repairs,4,2,none,1,real estate,none,for free,2,2,194,none,yes,yes,-241,764,1
11200472,26,female,single,skilled employee / official,9,existing credits paid,1927,radio/television,7,3,none,1,unknown /no property,bank,own,1,1,194,none,no,yes,no checking account,71,2
9970507,75,male,married/widowed,skilled employee / official,38,existing credits paid,3176,car (new),12,1,none,4,real estate,none,for free,1,1,222,none,yes,yes,63,638,1
12614040,39,male,divorced/separated,unskilled - resident,7,critical account,1206,car (new),24,4,none,4,car or other,bank,own,2,2,1185,none,yes,yes,no checking account,unknown,2
11544201,44,male,single,unskilled - resident,2,critical account,4360,furniture/equipment,24,1,none,2,real estate,none,rent,2,1,190,registered,yes,yes,no checking account,659,2
6195304,66,male,single,skilled employee / official,12,existing credits paid,17869,furniture/equipment,7,3,none,4,real estate,bank,for free,1,1,221,none,yes,no,no checking account,280,2
11110495,35,male,single,management/self-employed/highly qualified,4,all paid,2975,radio/television,16,1,co-applicant,4,unknown /no property,none,own,1,1,208,registered,no,yes,no checking account,11,2
7165509,53,female,single,skilled employee / official,34,critical account,250,car (used),10,4,none,4,unknown /no property,bank,own,2,1,221,none,no,yes,62,1430,2
6033201,52,male,divorced/separated,management/self-employed/highly qualified,3,existing credits paid,1064,car (new),23,4,none,1,real estate,none,for free,1,1,234,registered,yes,yes,-281,76,1
9071426,29,male,divorced/separated,skilled employee / official,3,critical account,6441,car (new),35,4,none,1,life insurance,none,own,2,1,190,registered,yes,yes,no checking account,unknown,2
2369946,41,male,single,skilled employee / official,<1 year,existing credits paid,2869,car (new),9,2,co-applicant,4,unknown /no property,none,own,2,1,88,none,yes,no,no checking account,unknown,1
9651244,32,male,divorced/separated,unskilled - resident,3,existing credits paid,9044,furniture/equipment,34,4,none,3,real estate,none,own,2,2,211,none,yes,yes,-182,602,2
4755288,32,male,divorced/separated,skilled employee / official,<1 year,existing credits paid,2823,car (new),42,2,none,4,real estate,none,own,1,1,45,registered,yes,no,144,26,1
25666,19,male,single,unskilled - resident,4,existing credits paid,2834,car (used),24,2,none,2,car or other,none,own,2,1,214,registered,yes,yes,144,727,1
15104025,62,male,divorced/separated,management/self-employed/highly qualified,40,all paid,6396,furniture/equipment,16,4,none,3,life insurance,bank,own,2,1,390,registered,yes,yes,no checking account,50,1
10909738,34,female,single,unskilled - resident,7,critical account,1381,car (new),9,4,none,1,car or other,none,own,2,1,209,none,yes,yes,no checking account,152,1
